,BAD,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,Mgr,Office,Other,ProfExe,Sales,Self,DebtCon,HomeImp,Other reason,PROBINC
0,1,11.987152991346441,3.5610540465799048,10.572213958554391,3.0204248861443626,0.0,0.0,94.366666667,1.0,2.9444389791664403,,False,False,True,False,False,False,False,True,False,
1,1,12.443164837124831,4.033465460400746,11.133274291755043,2.833213344056216,0.0,2.0,121.83333333,0.0,3.1780538303479458,,False,False,True,False,False,False,False,True,False,
2,1,12.842514792348792,3.2831575287964063,9.72376262158944,2.6390573296152584,0.0,0.0,149.46666667,1.0,2.995732273553991,,False,False,True,False,False,False,False,True,False,
3,1,12.842514792348792,,,,0.0,0.0,,,,,False,False,True,False,False,False,False,False,True,
4,0,13.198539446859785,4.205255203214171,11.626343432005784,2.5649493574615367,0.0,0.0,93.333333333,0.0,3.1780538303479458,,False,True,False,False,False,False,False,True,False,
5,1,13.198539446859785,3.6359914033637386,10.604850887867414,2.9444389791664403,0.0,0.0,101.46600191,1.0,2.8903717578961645,37.113613558,False,False,True,False,False,False,False,True,False,823.0941983663364
6,1,13.363247080408904,3.85375622895244,10.9516307684562,2.70805020110221,3.0,2.0,77.1,1.0,3.295836866004329,,False,False,True,False,False,False,False,True,False,
7,1,13.363247080408904,3.604619410201744,10.669978127320283,3.044522437723423,0.0,0.0,88.766029879,0.0,2.8903717578961645,36.884894093,False,False,True,False,False,False,False,True,False,772.7282591116101
8,1,13.670386213902892,3.66706382660273,10.752569534716834,2.5649493574615367,0.0,2.0,216.93333333,1.0,3.091042453358316,,False,False,True,False,False,False,False,True,False,
9,1,13.670386213902892,,11.039074443995599,3.258096538021482,0.0,0.0,115.8,0.0,3.1354942159291497,,False,False,False,False,True,False,False,True,False,
10,1,13.670386213902892,3.5017308965299394,,3.332204510175204,0.0,0.0,,,,,False,False,True,False,False,False,False,False,True,
11,1,13.670386213902892,3.4618202066363333,10.302599186672117,3.044522437723423,0.0,1.0,122.53333333,1.0,2.9444389791664403,,False,True,False,False,False,False,False,True,False,
12,1,13.670386213902892,3.816379586888561,10.915270265869504,2.5649493574615367,0.0,0.0,86.066666667,2.0,3.5553480614894135,,False,False,True,False,False,False,False,True,False,
13,0,13.670386213902892,3.992319182652048,11.378364971574534,2.5257286443082556,0.0,0.0,147.13333333,0.0,3.5263605246161616,,True,False,False,False,False,False,False,False,True,
14,1,13.814182476083198,4.040241205420902,11.336904020724754,2.8903717578961645,0.0,1.0,123.0,0.0,3.258096538021482,,False,False,True,False,False,False,False,True,False,
15,1,13.952220375888153,3.533101265249987,10.454408506866061,,0.0,1.0,300.86666667,0.0,2.8903717578961645,,False,False,True,False,False,False,False,True,False,
16,1,13.952220375888153,4.167297600487918,11.538690672856255,2.833213344056216,2.0,6.0,122.9,1.0,3.4657359027997265,,True,False,False,False,False,False,False,True,False,
17,1,13.952220375888153,3.509835337912932,,3.367295829986474,0.0,0.0,,,,3.7113122995,False,False,True,False,False,False,False,False,True,6205.352215469088
18,1,14.084977036586329,3.5996952571668146,10.60062675436561,2.6741486494265287,0.0,0.0,54.6,1.0,3.258096538021482,,False,False,True,False,False,False,False,True,False,
19,0,14.084977036586329,4.229330145537317,11.703239992693108,2.4849066497880004,0.0,0.0,90.992533467,0.0,3.1354942159291497,31.588503178,False,True,False,False,False,False,False,True,False,3240.7360178843865
20,1,14.084977036586329,3.7319516316762633,10.740951503864313,2.5649493574615367,0.0,1.0,122.26666667,1.0,3.1780538303479458,,False,False,True,False,False,False,False,True,False,
21,1,14.212871358815452,3.866973986492824,11.203747332173561,2.70805020110221,1.0,0.0,,1.0,2.302585092994046,,False,False,False,True,False,False,False,True,False,
22,1,14.212871358815452,3.5966216476254513,10.616682428399852,3.091042453358316,0.0,0.0,67.2,2.0,3.4657359027997265,,True,False,False,False,False,False,False,True,False,
23,1,14.212871358815452,3.4033691913870716,,3.4657359027997265,0.0,2.0,121.73333333,0.0,2.995732273553991,,True,False,False,False,False,False,False,True,False,
24,1,14.212871358815452,,9.752083098376895,,0.0,0.0,14.566666667,3.0,2.6390573296152584,,False,False,True,False,False,False,False,True,False,
25,1,14.212871358815452,3.6965415700427315,10.768084910001393,3.091042453358316,0.0,0.0,70.491080032,1.0,3.4339872044851463,38.263600731,True,False,False,False,False,False,False,True,False,911.1270067104549
26,0,14.212871358815452,4.208733372645317,11.671679817331087,2.6390573296152584,0.0,0.0,93.811774855,0.0,3.1354942159291497,29.681827045,False,True,False,False,False,False,False,True,False,3316.810648170125
27,1,14.336273219939436,3.3266829120015657,9.913932810397666,3.332204510175204,0.0,0.0,136.06666667,1.0,3.367295829986474,,False,False,True,False,False,False,False,True,False,
28,1,14.336273219939436,3.5480833154048472,10.501224548291415,2.995732273553991,1.0,2.0,276.96666667,0.0,2.9444389791664403,,False,False,True,False,False,False,False,True,False,
29,0,14.336273219939436,3.0365803552629274,10.703828567198189,,0.0,0.0,208.0,0.0,3.091042453358316,,False,False,False,False,False,True,False,True,False,
30,0,14.336273219939436,4.043136080371154,11.272254196787802,2.8903717578961645,0.0,0.0,255.73333333,0.0,3.091042453358316,,False,False,False,True,False,False,False,True,False,
31,1,14.682634432039094,3.8746066595519544,11.052634514578285,3.58351893845611,2.0,15.0,145.63333333,3.0,4.007333185232471,,False,False,False,False,False,True,False,True,False,
32,1,14.682634432039094,2.820054483103209,11.016331423450962,3.258096538021482,4.0,0.0,112.63333333,2.0,2.9444389791664403,,False,False,True,False,False,False,False,True,False,
33,1,14.791018425077747,4.091926443739823,11.635231589354197,2.772588722239781,1.0,0.0,165.33333333,2.0,3.58351893845611,,False,False,False,True,False,False,True,False,False,
34,0,14.791018425077747,4.237430024397846,11.630841825071846,2.3978952727983707,0.0,0.0,96.10232967,0.0,3.1354942159291497,30.051136286,False,True,False,False,False,False,False,True,False,3459.070532664916
35,0,14.791018425077747,4.239586697706289,11.701162822193487,2.4849066497880004,0.0,0.0,101.54029753,0.0,3.1354942159291497,29.915859028,False,True,False,False,False,False,False,True,False,3488.8852732696464
36,1,14.791018425077747,3.063110844142824,11.127351215559857,3.258096538021482,3.0,0.0,122.20466276,2.0,2.8903717578961645,36.211347998,False,False,True,False,False,False,False,True,False,214.0213062609004
37,1,14.791018425077747,3.9720588870425106,11.169378259677051,2.4849066497880004,0.0,0.0,282.80165924,3.0,3.8501476017100584,49.20639579,True,False,False,False,False,False,True,False,False,1259.226549825709
38,0,14.89624219395466,4.240586129689107,11.709634687787137,2.4849066497880004,0.0,0.0,85.884371895,0.0,3.1780538303479458,32.059783267,False,True,False,False,False,False,False,True,False,3261.718868437789
39,1,14.89624219395466,3.0243862505121504,9.91886865457443,2.5649493574615367,0.0,0.0,50.8,5.0,2.9444389791664403,,False,False,True,False,False,False,False,True,False,
40,1,14.89624219395466,,9.083642718930225,2.4849066497880004,0.0,1.0,77.766666667,0.0,2.5649493574615367,,False,False,True,False,False,False,False,True,False,
41,1,14.89624219395466,,10.40456582484724,2.3978952727983707,0.0,1.0,23.3,1.0,2.4849066497880004,,False,False,True,False,False,False,False,True,False,
42,1,14.89624219395466,4.313391545534502,12.173084469703193,2.8903717578961645,0.0,0.0,130.03335846,0.0,3.6109179126442243,,False,False,True,False,False,False,False,True,False,
43,1,14.89624219395466,3.4484882412482154,10.300920488947028,2.4849066497880004,0.0,0.0,187.06666667,0.0,3.091042453358316,,False,False,True,False,False,False,True,False,False,
